N ,P,K,SHumidity,STempearture,AHumidity,ATempearture,PH,Rainfall,Label
238.177521,126.880501,24.852818,58.002499,25.076855,52.791557,18.500511,5.596975,118.027649,Lemon
299.810455,140.776306,46.547665,67.355347,19.394693,53.740734,15.803392,6.294052,107.633316,Lemon
234.056915,139.980179,44.10075,70.029289,24.927874,75.354538,24.00848,6.001097,133.798828,Lemon
250.148621,106.727211,19.767916,64.791496,14.262501,62.565723,16.937992,5.613257,232.355835,Lemon
238.844482,106.549927,12.179014,52.877014,10.748807,66.243912,15.902029,5.816161,169.005707,Lemon
281.995178,113.740326,11.266069,51.025826,15.221384,69.074188,21.336952,5.904127,236.68396,Lemon
275.46579,122.818375,41.960884,57.954121,20.972229,75.829201,19.283413,6.052932,75.940666,Lemon
226.714035,144.156769,31.154203,78.639954,17.006279,66.773224,13.544098,6.304409,120.574448,Lemon
285.044006,102.331886,27.546518,60.854294,25.900322,69.010788,26.059158,6.326206,241.181885,Lemon
260.32547,140.184204,36.152328,69.631081,21.284386,52.66193,19.333267,5.794496,101.956711,Lemon
215.276367,145.261658,16.683363,50.262234,10.913319,74.525589,24.760796,5.780117,193.09137,Lemon
285.170532,138.709488,23.404259,60.344398,15.021326,52.466385,19.541756,6.197326,80.396446,Lemon
295.77124,114.377914,10.809033,76.542007,22.695591,67.816269,17.537889,6.370618,104.172424,Lemon
314.796387,128.084076,20.904577,78.615082,12.096915,55.13028,23.428947,6.130422,203.184189,Lemon
230.607819,131.302032,14.087841,63.236053,21.441364,79.277969,17.384493,5.687644,244.089874,Lemon
203.903503,138.515106,44.364262,66.411568,19.929449,70.5504,23.11109,5.696458,216.956558,Lemon
233.721008,100.670174,29.596258,79.737831,21.14756,78.555679,16.212082,5.643183,209.391785,Lemon
263.678253,117.448761,40.880905,71.362061,24.127213,50.297886,20.124287,6.343921,210.743683,Lemon
315.335999,116.408615,23.754189,74.127251,14.074148,50.056194,14.22957,6.041343,226.242523,Lemon
317.226898,122.943558,45.340603,66.262665,20.280922,51.412296,15.558677,6.239853,134.64653,Lemon
276.742493,110.642044,33.107365,63.386692,24.357437,76.635971,25.318604,6.065505,118.743439,Lemon
309.64151,145.026993,19.762444,67.132385,23.568619,55.425129,27.426939,6.18495,94.551109,Lemon
307.933716,139.349518,12.623681,65.650826,13.69659,70.236694,21.001867,6.38455,85.935371,Lemon
248.545303,114.237579,47.900734,70.028305,12.242789,66.917847,22.460588,6.136699,76.491669,Lemon
201.685959,132.281937,28.862501,53.56205,10.542829,63.400887,26.294403,6.232976,138.517639,Lemon
287.770233,128.426453,50.176044,53.41539,24.200712,72.697922,24.421848,5.721044,203.112778,Lemon
277.794586,123.753891,17.595058,52.807457,18.798256,70.045288,20.789627,5.734519,132.636459,Lemon
326.614288,102.101288,42.327126,54.128117,17.1563,59.825222,14.639505,6.132037,234.415192,Lemon
294.944824,119.111,19.000748,78.3144,14.428356,52.94474,20.704334,5.911196,105.643417,Lemon
251.191864,149.746536,28.297144,70.005753,20.602522,53.038368,17.494333,6.004163,142.356049,Lemon
206.542313,145.992279,49.203506,62.989235,19.656269,60.597176,17.826252,5.905307,102.458076,Lemon
203.122345,111.967262,33.853561,56.316898,13.505211,55.736298,27.204845,6.008171,148.671066,Lemon
221.002319,139.726715,21.84481,57.361107,13.997215,56.779102,21.297726,5.798215,174.989349,Lemon
240.599228,102.719482,40.304253,53.01852,18.584145,55.951717,12.834733,6.406404,161.256897,Lemon
253.270966,118.517189,43.621479,71.108391,17.767712,68.302025,15.142839,6.121428,131.026886,Lemon
259.846802,103.467041,24.023825,60.238121,14.746021,73.02301,25.199753,6.114377,93.995056,Lemon
322.594391,125.537857,41.570324,54.044346,23.805527,75.025902,22.171684,5.81053,147.940857,Lemon
328.736755,112.673965,32.582363,79.062515,12.73994,64.131226,22.426252,5.674359,131.96756,Lemon
286.560822,105.798927,45.178028,58.878078,21.7523,59.796234,26.743851,5.918785,139.569489,Lemon
277.638397,115.722061,16.11684,64.898643,23.705849,64.03669,19.230844,5.636736,139.122742,Lemon
259.062195,107.935631,15.734693,68.693596,24.024326,66.793159,12.75952,5.968855,158.924271,Lemon
301.837189,144.508408,51.861393,59.140312,22.665619,54.321819,22.504646,6.198902,82.660858,Lemon
232.808929,130.099976,29.521099,75.243042,12.727175,66.503075,26.772598,6.334063,144.519196,Lemon
224.833466,136.019699,16.543726,65.235596,20.719917,54.609428,18.297409,5.839473,188.096695,Lemon
286.633575,125.81044,19.765968,57.75539,24.762535,59.452099,16.933596,5.829324,210.845062,Lemon
263.416748,118.615082,33.60894,58.479092,24.168541,65.781044,15.157092,5.521708,138.60907,Lemon
228.736954,136.68988,50.907986,51.647171,14.649365,75.159821,12.408499,6.035932,155.053253,Lemon
320.354584,143.259201,39.362228,57.493225,19.910095,58.007778,21.145678,5.972507,170.236847,Lemon
327.095032,135.023697,21.489849,79.841156,22.295753,66.078926,23.28138,6.365629,99.352753,Lemon
214.072968,109.63343,21.662174,75.774422,18.723515,75.216019,14.638068,5.577274,131.295776,Lemon
307.581482,103.901245,31.702831,73.75589,14.191015,59.420074,24.704355,5.71236,229.883377,Lemon
273.837494,130.05069,44.597214,63.227848,20.653191,62.714897,19.599983,5.931133,143.096191,Lemon
323.714478,148.982941,31.424618,62.906799,16.292133,50.641148,13.065007,6.262224,150.846893,Lemon
285.515198,118.138817,34.326511,59.406715,17.887606,79.656769,16.706223,5.59691,240.818741,Lemon
322.382812,112.332626,39.497944,53.256149,22.895981,79.632744,13.060571,5.567832,144.58786,Lemon
325.400452,127.409409,50.287117,66.468849,16.834961,64.04203,27.359411,5.9952,214.364532,Lemon
243.285446,141.892715,31.502556,62.822109,16.088318,72.354691,12.128071,5.817954,193.931519,Lemon
270.177368,114.433914,47.093002,56.063606,15.694238,69.678024,21.850201,5.802352,202.224319,Lemon
322.014709,146.521179,39.614243,70.59697,23.991259,73.867256,12.998917,5.627237,198.779755,Lemon
208.23027,113.083664,40.503304,61.136509,20.516674,75.299438,20.832405,6.22915,224.574936,Lemon
321.369263,114.180443,22.390148,76.069359,10.29676,72.7164,27.344532,6.306515,94.58036,Lemon
328.557037,142.513443,35.817749,53.586201,17.64753,54.464432,18.825169,6.032544,226.237808,Lemon
211.352615,125.050919,21.356867,67.453407,24.021885,51.035732,19.037252,5.73732,123.245995,Lemon
212.371582,103.907158,34.234955,53.430466,14.293976,79.495499,19.642258,5.604731,194.569733,Lemon
239.15625,145.232925,23.122002,56.604721,10.231672,60.416145,19.659903,5.938948,137.49472,Lemon
264.623596,143.568115,11.978346,58.561798,15.789597,69.337753,22.180092,6.358747,179.272888,Lemon
272.218384,107.374191,48.258785,63.668587,19.039997,72.518509,15.842012,6.219107,213.564774,Lemon
231.750656,120.770782,11.692327,60.649067,24.037201,55.442047,12.831588,6.249478,210.435577,Lemon
263.360321,106.242073,34.560707,57.624313,18.529537,53.468979,15.606344,5.533107,236.240448,Lemon
228.779221,113.173119,40.436813,72.546661,14.792297,52.314747,13.585864,5.637892,103.134262,Lemon
309.389038,136.492844,17.809168,75.547707,21.74305,69.478737,20.062431,6.386214,99.558319,Lemon
322.422546,114.177704,40.295403,76.317909,16.553862,70.262138,16.365864,6.001962,145.164734,Lemon
200.616425,107.681534,39.298203,51.686974,11.457916,56.636566,24.090509,6.336794,110.795128,Lemon
212.197983,116.592819,37.330265,70.790749,24.470226,55.981812,17.835032,6.220277,169.077515,Lemon
217.255997,100.197395,46.839127,61.553509,11.273778,74.871567,22.663273,6.341435,83.261414,Lemon
287.25,133.491974,49.064175,59.442364,10.22045,66.088669,12.024104,5.666118,246.640182,Lemon
275.614746,135.207886,17.939207,79.269836,22.638765,71.762848,20.992123,6.241984,232.686569,Lemon
245.99295,136.887268,44.747116,63.20068,15.923143,70.031387,23.07177,5.877367,163.314667,Lemon
277.604553,126.751167,35.426399,66.935593,20.130545,74.096443,21.169783,6.138625,166.877029,Lemon
272.709778,120.231583,29.429054,79.110992,18.934521,57.841778,15.273502,6.107613,82.039322,Lemon
260.065918,146.520706,13.409289,58.975098,24.646656,65.247406,25.709839,5.954641,219.610458,Lemon
255.18605,130.652405,14.129231,60.691483,24.32156,53.516518,16.874138,6.350985,146.760406,Lemon
216.547256,100.282272,21.026268,62.33884,13.587711,70.556671,22.873486,5.538746,150.135498,Lemon
253.780396,145.503647,34.833908,71.881897,14.938789,65.88855,26.774847,5.716866,120.457336,Lemon
210.701263,148.791229,38.455742,70.098198,16.209166,53.173286,21.58036,6.447895,137.579147,Lemon
208.930054,112.614899,50.524212,65.594994,10.483692,70.189423,23.934055,5.606579,219.723373,Lemon
249.180832,122.913055,32.121025,58.350746,21.77375,79.930588,25.134258,6.212066,84.821877,Lemon
253.986694,140.683945,16.9583,52.920307,22.297482,75.527985,21.708431,5.765849,81.510666,Lemon
279.107452,127.048813,44.61721,71.6586,16.177929,59.867447,16.784254,5.908931,171.947678,Lemon
241.195557,119.434235,18.735268,78.947716,19.765009,73.797836,26.133175,6.339303,208.601624,Lemon
262.21698,103.767601,47.461605,64.056816,16.814156,70.827415,13.540836,6.494999,231.085602,Lemon
270.476685,141.229248,14.00736,67.727959,16.474689,52.583843,15.128787,5.715446,191.528046,Lemon
239.752594,111.947678,44.553013,52.533913,11.412539,78.262268,15.958344,5.871847,184.839447,Lemon
273.56958,128.818527,15.81847,51.51022,14.836041,71.863144,20.578091,5.732319,104.331589,Lemon
282.848267,145.136414,38.242317,71.158424,20.768665,52.079342,22.771046,5.820177,136.097763,Lemon
278.908844,107.180603,14.675016,59.138638,11.644211,58.678421,23.618248,6.310795,247.334152,Lemon
208.193176,122.386635,17.796814,60.072021,20.625637,61.200901,13.758182,5.591067,208.604492,Lemon
225.066666,102.510605,33.501099,54.827011,13.808662,74.597855,26.613056,5.539283,99.662537,Lemon
310.659485,127.951385,16.367344,69.787704,25.681412,64.120468,24.449835,6.060273,207.76973,Lemon
271.553497,128.628708,42.357521,67.696335,13.155174,64.669884,17.364525,5.624174,194.84494,Lemon
253.845886,115.683731,20.937912,77.373672,18.60096,76.912598,28.198921,5.677176,127.796799,Lemon
290.048553,114.444229,24.17651,65.335411,21.424461,53.599205,15.512267,5.946486,232.328049,Lemon
263.976044,142.806412,29.652924,64.014244,19.709038,54.932018,21.730389,6.126135,90.009659,Lemon
254.462311,123.365257,50.236115,79.060654,20.058876,53.549164,23.289433,5.513969,163.591919,Lemon
302.246521,131.037048,51.506775,56.12616,19.894688,59.581017,21.347298,5.666764,151.405548,Lemon
281.232056,143.003815,23.49205,75.567749,20.982815,79.803581,15.393661,5.96757,98.271072,Lemon
211.712296,106.857231,46.300289,58.503014,20.279327,69.637833,23.313536,5.680087,160.232117,Lemon
247.861282,116.244934,16.445984,55.396,16.533453,51.343864,13.339421,6.408748,134.092133,Lemon
327.224976,129.891083,15.239165,58.768433,10.905959,69.834976,26.465435,6.344937,186.585754,Lemon
289.316864,133.608398,28.72669,75.438599,14.409872,63.734276,15.483318,6.318711,77.109138,Lemon
320.571045,136.476532,35.875038,54.506996,25.467972,59.185642,16.612923,6.016361,141.131439,Lemon
257.290924,126.411781,18.648455,67.74353,25.552616,55.082375,23.175274,5.799579,156.196198,Lemon
214.502914,114.260811,32.855919,56.130085,12.731432,67.250793,20.357456,6.169696,148.869537,Lemon
207.118301,136.758789,46.901302,66.84584,13.055683,79.742317,27.486408,6.0551,216.266953,Lemon
311.071289,121.915436,43.482361,59.625427,14.491405,70.970932,20.950121,6.117591,201.653534,Lemon
225.204178,113.05204,18.311665,76.228279,18.940598,70.42408,12.937815,6.161686,211.448685,Lemon
216.04834,149.373688,44.425514,52.440826,13.539375,69.931732,22.420464,5.72851,185.990326,Lemon
230.252151,144.828491,22.603386,67.976181,10.265156,70.901512,17.084379,6.383441,211.475403,Lemon
279.190857,103.735977,25.269966,79.14859,15.23808,65.952057,22.646244,5.570617,217.959351,Lemon
295.155792,126.422508,36.042732,74.099426,19.717304,79.799187,27.204716,5.567813,107.937996,Lemon
271.447693,114.262726,31.338654,66.923889,20.030165,64.699356,14.217555,6.37844,170.077026,Lemon
211.407837,107.503578,19.731567,63.205402,22.052237,56.779476,24.18708,5.786063,199.044952,Lemon
235.632477,117.651764,40.050091,61.827385,10.191995,52.383026,13.333504,5.939661,224.466034,Lemon
311.200287,126.210403,22.891666,69.457809,21.442703,62.961624,18.1759,5.610759,104.916473,Lemon
284.977417,136.322098,25.550037,64.715622,10.888278,78.642624,15.76517,6.106239,228.376541,Lemon
318.480774,112.788177,25.292408,52.985809,20.960659,54.462372,24.104549,5.750455,110.563797,Lemon
260.109131,133.391006,27.566683,78.596443,23.086914,71.640045,12.794147,5.701826,102.250626,Lemon
293.170593,108.708733,33.346851,74.787643,21.513916,59.843525,17.523352,6.145523,186.981018,Lemon
213.54744,115.29879,48.793507,57.81282,24.769321,79.060226,21.717606,6.310728,135.226334,Lemon
240.768646,111.342392,33.934029,68.384148,22.768326,55.760509,25.24398,5.825999,235.020355,Lemon
234.724121,137.337448,22.704374,62.483978,24.66909,74.513405,22.887877,6.322698,131.825958,Lemon
267.393311,130.982513,16.731419,55.186493,17.370281,75.972824,20.916527,5.757215,188.023132,Lemon
200.8172,125.786621,48.110535,53.719563,18.192787,59.359715,28.756248,6.452134,217.348389,Lemon
298.700165,130.14386,42.3573,76.498215,18.378128,79.445427,15.618266,6.336667,146.835632,Lemon
321.855652,104.347771,13.967535,54.247143,11.429157,79.521988,15.205959,5.923978,101.615059,Lemon
303.063721,106.823662,46.61731,59.845722,12.087474,68.940735,21.103546,5.919705,118.753952,Lemon
249.93219,123.147659,12.84935,72.065971,13.360943,79.249008,19.011929,5.516754,170.106705,Lemon
203.567932,111.205002,50.267826,62.75016,21.708485,69.159821,26.519493,5.832726,186.847168,Lemon
220.925018,123.068596,10.063294,65.241722,18.620926,70.284592,22.442966,5.764642,177.846069,Lemon
247.157196,103.038742,18.088516,50.8344,14.266902,69.083984,16.477362,6.335465,106.692444,Lemon
292.884796,144.8134,25.994514,58.188763,10.118356,52.894093,13.002812,6.349087,188.956314,Lemon
211.496048,109.54512,35.938332,69.748718,18.0889,79.470238,27.055891,6.064221,243.977524,Lemon
304.44812,129.450516,26.736971,68.577927,13.819518,74.166359,27.652634,6.005162,187.888641,Lemon
307.387726,109.074211,48.850433,64.318848,12.849788,70.144882,21.360268,5.904194,87.825859,Lemon
218.614349,146.303925,29.839638,56.594555,21.144583,79.212555,25.542297,5.580666,210.244476,Lemon
285.519409,101.365952,17.219332,78.203362,18.310925,65.137283,19.602757,5.622754,139.542175,Lemon
202.591888,122.126251,14.1621,60.547127,21.790384,60.568966,22.298082,5.56588,224.274551,Lemon
234.662689,145.677612,21.265154,59.035381,24.683958,69.144287,18.962761,5.809176,146.234772,Lemon
315.771545,146.194443,29.822718,66.179535,18.57608,56.038799,24.687134,5.506194,101.017578,Lemon
281.782776,125.862228,29.432066,59.695717,11.028465,76.521027,15.944326,5.636497,192.233887,Lemon
329.818481,122.100113,47.307884,53.134808,18.401264,68.943474,17.167479,5.876989,179.172775,Lemon
257.219269,110.457161,51.161369,53.103428,12.606244,70.738152,26.90469,6.384634,196.094604,Lemon
293.190613,133.365814,39.163635,72.901115,23.080702,53.300503,28.131407,5.92256,141.278839,Lemon
235.450958,139.751877,34.357971,64.962189,18.593258,71.326508,18.500984,6.31665,153.638809,Lemon
238.419556,136.667572,21.053038,72.561234,24.048946,53.699776,16.080589,6.495393,226.011078,Lemon
248.168045,119.687912,11.713669,57.616737,23.968979,51.943123,14.896578,5.528799,119.655396,Lemon
223.931732,102.540062,49.650375,67.947998,13.553919,75.788872,13.605532,5.567105,189.202606,Lemon
298.528687,120.058571,38.61972,71.157677,21.13586,75.339821,16.874737,5.697218,78.261703,Lemon
211.338654,128.396637,35.060524,52.404381,19.482895,61.786648,20.41993,6.174322,231.636414,Lemon
237.479156,117.838844,45.443886,75.760818,12.323241,74.849091,23.323139,6.377833,249.42894,Lemon
209.297333,131.400955,19.553745,59.541824,17.904184,51.100334,13.118718,6.023217,238.282059,Lemon
246.062759,115.734085,47.764896,64.888359,18.151987,56.300056,14.307806,5.997019,113.462387,Lemon
304.872498,148.821365,52.175304,50.947315,19.693523,70.821915,15.239667,5.635047,187.452072,Lemon
210.114532,107.187584,14.664282,63.261387,10.096972,60.460049,12.874966,5.975351,205.630447,Lemon
214.762909,145.87793,37.122196,61.386574,10.530115,55.74548,17.926071,5.833686,185.298004,Lemon
296.728119,103.169136,13.142839,55.194458,21.122681,70.343903,18.445625,6.059026,214.067139,Lemon
313.178253,114.011246,51.281593,73.107109,12.184445,79.40078,21.978512,6.395056,249.384399,Lemon
264.695129,119.025597,39.971546,53.452545,13.891058,54.994488,24.938,5.850441,105.404709,Lemon
300.296051,114.374138,10.410665,67.944618,16.831165,59.503719,15.96512,6.391752,150.914307,Lemon
204.103271,137.079834,51.344891,58.348831,20.805372,69.685371,15.421479,5.659698,177.230469,Lemon
311.852295,122.064331,48.060062,54.286945,18.157959,74.078468,12.415362,5.685906,137.097153,Lemon
263.180847,109.187538,26.40518,76.133377,16.94952,62.397812,16.967934,6.240839,89.870613,Lemon
215.599335,146.624969,34.283218,78.097549,12.894271,69.155609,13.47737,6.22392,171.207977,Lemon
286.300415,101.514854,21.797031,72.864883,21.977478,68.244827,28.067997,6.191068,249.985794,Lemon
240.568573,118.261749,22.255615,60.452225,19.799309,52.542698,26.328201,5.645033,102.696472,Lemon
234.213684,142.928879,11.122858,54.692104,24.038853,68.368164,27.019669,6.198833,131.452454,Lemon
241.819824,102.880806,29.016367,71.068237,14.288403,53.382107,18.670753,6.299556,139.527954,Lemon
243.160477,102.880806,26.417715,71.068237,14.288403,63.111664,19.626284,6.400279,76.971016,Lemon
85.579819,17.876707,135.723129,80.597191,33.290581,79.026245,26.710564,6.059063,61.135063,pomegranate
84.069473,38.563095,144.337997,80.261131,25.228712,77.653778,24.596275,6.969154,69.802582,pomegranate
100.05191,16.441763,51.689461,80.306473,26.475662,77.4767,28.160133,5.85813,63.206387,pomegranate
105.31105,31.240259,51.126503,77.946678,27.043509,75.802338,25.86656,6.86278,52.475548,pomegranate
134.447388,24.5126,86.336578,75.700935,26.206789,77.78672,28.018534,6.715848,60.783333,pomegranate
135.382645,15.412517,59.357536,77.451828,30.079498,79.143806,26.391397,6.602382,70.727974,pomegranate
126.931534,39.509392,78.268906,84.980507,25.843262,76.527344,24.113188,6.580652,65.535545,pomegranate
132.764542,31.776335,145.689819,83.798492,25.212179,78.353981,25.007412,6.768907,70.637436,pomegranate
136.980225,36.02932,86.548088,83.534439,27.739012,76.927284,27.93449,6.945864,64.656128,pomegranate
129.537262,15.160378,145.233749,82.927895,34.465195,78.725006,25.633587,6.115673,64.431595,pomegranate
141.383911,29.136379,78.361588,75.347305,28.787245,78.794228,28.980589,6.563568,58.519943,pomegranate
113.380951,20.193417,142.93132,79.817307,28.097702,78.562012,28.489325,6.960481,73.211838,pomegranate
139.241455,20.740677,145.780762,77.205551,25.254673,77.282387,28.290833,6.35766,62.702728,pomegranate
120.365356,19.191511,135.905411,82.831253,27.067772,77.407478,24.906931,6.277112,76.250923,pomegranate
117.983124,21.154867,105.101547,81.069763,31.846785,79.612495,27.176739,6.081926,78.405937,pomegranate
124.477509,28.983486,112.856018,81.009468,28.803299,75.898438,26.720966,6.202183,77.361275,pomegranate
117.417336,29.686085,126.532974,76.686623,26.319016,79.273796,26.390377,6.231892,65.551308,pomegranate
105.817764,24.840126,96.966919,75.825142,33.458946,78.355675,23.19454,6.387868,78.915718,pomegranate
140.283386,38.128067,86.712097,81.191406,32.77375,75.36412,23.515678,5.562993,61.61264,pomegranate
109.310196,31.217039,87.23909,84.297417,32.541965,78.315796,25.145992,6.128922,56.582882,pomegranate
126.304749,39.886269,115.771797,82.72728,27.769243,77.248444,24.916878,6.708558,79.841255,pomegranate
88.413025,33.566284,73.805603,79.463463,34.410988,77.280319,28.127441,5.638425,79.633362,pomegranate
148.893234,20.691986,139.427063,78.680855,28.620899,75.231049,27.823078,6.943552,76.895866,pomegranate
127.841446,17.991846,115.347954,79.978134,33.868317,77.743866,27.103313,6.057338,74.691269,pomegranate
147.519226,38.13324,70.404922,82.139931,28.550508,75.051003,25.801088,6.092357,75.881447,pomegranate
92.636734,37.953819,94.446281,77.639999,31.764193,76.520378,24.486963,6.182693,54.114208,pomegranate
86.501244,21.016384,106.341995,77.584557,32.800327,75.506058,23.228596,6.424921,75.139229,pomegranate
122.725525,39.092472,95.779831,77.712646,32.61911,78.933372,25.129099,6.413265,71.883209,pomegranate
114.792099,17.665827,73.725548,76.082764,27.045511,78.777016,23.837549,6.170837,77.825439,pomegranate
116.642288,23.026608,53.76532,84.797974,33.193069,78.598267,28.152237,5.94637,58.470596,pomegranate
88.535309,33.134445,139.06955,84.052277,33.773918,77.982193,26.572741,6.913721,67.615829,pomegranate
120.371918,20.542534,59.448677,81.679955,25.336092,77.803261,27.548113,6.7299,58.960495,pomegranate
120.711761,21.589703,148.103317,80.059105,33.421783,76.252045,23.748512,5.915524,78.273178,pomegranate
108.587219,34.576206,140.759018,79.358749,25.249578,75.458893,25.732876,5.771852,50.822216,pomegranate
145.682968,36.782791,60.57518,84.626633,27.379601,78.605598,24.414673,6.59268,61.436043,pomegranate
105.159149,31.102304,84.439896,80.76004,34.628571,79.038765,28.767046,5.631371,59.056503,pomegranate
93.969872,34.988724,50.11655,81.810577,30.329077,79.602692,23.124271,6.874233,71.550186,pomegranate
122.614502,36.292187,88.844086,84.60714,28.222862,75.132942,25.527859,6.173332,76.971588,pomegranate
87.923691,22.878639,80.129715,79.558533,34.840752,77.392746,24.77446,6.900279,79.693939,pomegranate
80.950096,31.018044,86.664642,80.345016,33.068089,76.529976,28.058762,6.820097,56.206322,pomegranate
102.151764,36.452568,84.077835,82.535034,27.688057,78.857948,28.161446,6.789004,61.403183,pomegranate
149.307617,37.015022,108.491302,79.905838,28.627995,76.186974,24.755049,6.463847,58.213882,pomegranate
114.331055,36.21146,79.595963,75.162323,26.165791,75.091988,27.548086,6.780578,79.418152,pomegranate
91.393219,17.193241,79.858597,84.740585,27.942732,76.140335,27.452278,6.146665,74.105911,pomegranate
119.672958,16.20653,94.396713,77.737091,30.695766,78.594452,26.66198,5.740958,54.464806,pomegranate
82.314178,17.366327,134.69751,81.232086,33.012573,79.704491,25.724825,5.862504,77.824097,pomegranate
135.870728,31.176725,142.7146,80.750053,31.746031,77.038773,25.173244,6.848847,71.467186,pomegranate
87.090302,30.892614,70.929688,79.423721,32.014786,77.868248,24.052357,6.472849,70.016113,pomegranate
108.131943,27.206451,81.664429,82.057236,31.471521,78.060158,25.919365,6.750372,76.739815,pomegranate
126.154114,29.304792,79.426704,76.941467,29.519783,77.402893,25.688923,6.91184,53.079823,pomegranate
116.400497,22.109653,108.168777,78.721138,29.556749,76.184044,26.198349,5.601772,76.598999,pomegranate
84.436691,27.09272,147.436218,79.784515,34.240765,75.308601,27.836243,6.45893,76.58107,pomegranate
134.567139,22.871077,103.232307,81.40493,28.930771,79.683212,24.816364,5.550265,52.713184,pomegranate
115.293732,27.80164,97.595825,82.401993,33.177647,76.415092,25.021425,5.545324,73.494865,pomegranate
132.278137,30.084564,112.78418,84.76265,33.109077,78.052467,25.939554,5.516269,71.272331,pomegranate
132.086349,21.004314,123.637222,78.544861,32.481277,79.734215,27.617451,6.142622,78.594627,pomegranate
127.930458,25.755459,142.042114,75.041992,29.941839,77.935471,26.508389,6.228016,77.60907,pomegranate
138.779373,36.100948,69.126175,77.347206,30.909407,78.558525,26.168152,6.44119,66.41156,pomegranate
104.811874,20.096786,69.417053,81.257507,30.100388,78.667595,23.74655,5.555887,70.477837,pomegranate
92.722557,28.421284,65.767662,76.124756,31.98735,76.712494,27.34594,6.898853,75.434509,pomegranate
105.421669,19.127558,72.891495,77.14518,29.102478,77.156792,25.320389,6.88756,74.882156,pomegranate
113.347191,38.231232,58.48661,80.309784,28.874306,76.64978,27.31929,6.969608,58.093666,pomegranate
133.094482,33.963818,75.216339,82.80471,32.323441,79.515747,25.894051,6.628754,54.395,pomegranate
146.133423,25.717262,70.994812,82.204292,27.524258,78.408829,26.068901,5.803083,73.155334,pomegranate
141.934418,32.807438,149.245621,84.668533,29.123886,77.108673,24.052166,5.74146,58.915886,pomegranate
128.777435,30.746609,85.791512,82.431343,34.703041,78.121346,27.308723,6.221433,65.831047,pomegranate
101.29258,16.819567,105.434708,77.964333,27.152828,77.447594,25.835947,5.934455,52.211838,pomegranate
85.904282,27.796162,149.362183,81.479111,34.452961,76.711372,24.176437,5.615693,50.466076,pomegranate
101.391937,27.038795,124.635597,82.038483,27.925905,78.254288,23.836582,6.894765,62.802639,pomegranate
109.216278,24.698206,135.564423,82.522873,26.99358,79.84034,27.610407,5.834733,51.905777,pomegranate
86.854378,18.814205,86.02681,76.824127,32.521049,78.241348,23.235199,6.93579,56.672394,pomegranate
123.543701,23.491362,58.713432,79.573517,30.613964,77.112236,28.99803,6.68377,74.205818,pomegranate
108.52388,21.713226,94.055725,77.428711,30.621574,76.027306,23.365456,6.79858,60.119663,pomegranate
121.185425,15.025665,115.622772,76.98645,33.68684,78.333336,27.783285,6.716369,56.090549,pomegranate
134.93692,25.684603,88.572021,79.314102,33.556694,78.252571,27.450308,5.830435,68.311737,pomegranate
148.196838,22.919756,138.452454,80.165802,26.317343,79.621758,27.027435,5.539538,64.584465,pomegranate
123.499603,17.391993,100.320282,83.218536,31.699413,78.037827,24.50811,5.578873,53.914642,pomegranate
120.80764,16.861328,81.286636,75.064156,30.302727,75.291344,23.623552,5.679282,59.778915,pomegranate
85.287148,38.81237,59.382137,84.589523,33.332127,77.490005,28.07979,6.512388,54.600578,pomegranate
81.631546,29.598442,131.984711,80.275772,28.170937,76.097984,27.427475,6.829245,50.654457,pomegranate
96.961754,31.166122,110.713333,77.005623,34.82251,77.694237,26.312475,5.591123,62.858742,pomegranate
121.687645,20.922024,117.550919,78.310654,27.888874,78.674049,25.278139,6.61416,51.199577,pomegranate
86.068245,16.691162,129.420944,75.060287,27.411699,76.406586,26.263716,6.288176,77.235519,pomegranate
81.528893,39.037201,63.945641,83.410545,28.753281,77.377449,28.128839,5.641388,65.57193,pomegranate
86.981369,33.723663,65.146744,75.712646,26.066521,75.089142,27.299564,6.659484,74.694443,pomegranate
138.346375,31.775726,92.205124,84.822937,25.520779,79.459053,23.20327,6.304444,68.507858,pomegranate
133.615234,20.041515,137.582855,76.955406,26.23456,77.111664,26.74629,6.28401,64.166557,pomegranate
134.911835,19.479122,57.18885,75.754639,31.008362,78.02462,24.807953,5.887501,72.303513,pomegranate
127.125748,27.876675,111.331299,77.170143,31.430187,78.017578,26.371422,5.745634,54.919418,pomegranate
88.427116,25.138302,56.99992,83.212914,31.334948,75.779259,27.49284,6.339897,54.644394,pomegranate
147.634384,32.900406,72.956512,76.879395,27.995712,79.737106,23.153893,5.786354,67.738014,pomegranate
82.547417,32.004234,134.222794,79.315323,25.532663,75.17437,28.691811,5.633194,79.801575,pomegranate
121.774307,23.369534,65.486526,78.522697,25.209253,77.429039,25.81213,6.309505,62.73806,pomegranate
130.728851,26.864223,98.172852,84.684105,25.319155,79.252861,26.047943,6.915108,72.133018,pomegranate
148.680847,17.721497,55.217602,76.519615,28.056921,78.583199,25.760712,5.936277,72.956909,pomegranate
113.708725,16.176971,64.732147,78.191238,29.333139,79.537712,26.864296,6.550965,71.653946,pomegranate
109.506302,17.610832,133.964355,82.115448,25.022198,77.374199,24.356668,6.136541,57.964066,pomegranate
99.973427,19.541061,110.652313,79.483948,30.209751,76.030792,28.596657,6.370732,75.168747,pomegranate
119.613007,28.973133,64.09433,84.670349,28.7861,76.249084,28.040733,6.666658,72.120018,pomegranate
